,movie,percentage
1104,After the Wedding_7985692_anno.txt,0.646368
1105,Batman Forever_0112462_anno.txt,0.467249
1106,Lord of Illusions_0113690_anno.txt,0.521582
1107,Barton Fink_0101410_anno.txt,0.658726
1108,Frankenweenie_1142977_anno.txt,0.497332
1109,Thir13en Ghosts_0245674_anno.txt,0.607538
1110,The Searchers_0049730_anno.txt,0.515173
1111,Being There_0078841_anno.txt,0.46426
1112,Rushmore_0128445_anno.txt,0.833904
1113,The Atomic Submarine_0052587_anno.txt,0.456758
1114,Machete_0985694_anno.txt,0.379077
1115,Quantum Project_0239860_anno.txt,0.684581
1116,Fear and Loathing in Las Vegas_0120669_anno.txt,0.800868
1117,Escape from New York_0082340_anno.txt,0.521546
1118,Cabaret_0068327_anno.txt,0.546987
1119,The Mothman Prophecies_0265349_anno.txt,0.585588
1120,Before and After_0115645_anno.txt,0.571177
1121,For Colored Girls_1405500_anno.txt,0.366946
1122,The Lost City of Z_1212428_anno.txt,0.636055
1123,The Tree of Life_0478304_anno.txt,0.699448
1124,Son of Saul_3808342_anno.txt,0.4933
1125,Hero_0104412_anno.txt,0.51143
1126,First Blood_0083944_anno.txt,0.390845
1127,The Man Who Invented Christmas_6225520_anno.txt,0.632671
1128,The Accountant_2140479_anno.txt,0.451895
1129,The Queen_0436697_anno.txt,0.538816
1130,Anatomy of a Murder_0052561_anno.txt,0.497376
1131,Rise of the Planet of the Apes_1318514_anno.txt,0.539992
1132,Scary Stories to Tell in the Dark_3387520_anno.txt,0.629186
1133,Cinema Paradiso_0095765_anno.txt,0.590954
1134,Guardians of the Galaxy Vol 2_3896198_anno.txt,0.486302
1135,The Cable Guy_0115798_anno.txt,0.773716
1136,After School Special_0371514_anno.txt,0.562053
1137,Memphis Belle_0100133_anno.txt,0.384143
1138,Sunshine_0448134_anno.txt,0.444086
1139,Conspiracy Theory_0118883_anno.txt,0.788608
1140,The Goodbye Girl_0076095_anno.txt,0.796408
1141,Event Horizon_0119081_anno.txt,0.635421
1142,Source Code_0945513_anno.txt,0.725043
1143,After Life_0838247_anno.txt,0.753739
1144,Breathe_5716464_anno.txt,0.528273
1145,The Greatest Showman_1485796_anno.txt,0.602486
1146,Dazed and Confused_0106677_anno.txt,0.222097
1147,Mr Mark Fenton_1282592_anno.txt,0.574611
1148,The Lord of the Rings_0077869_anno.txt,0.390304
1149,Darkest Hour_4555426_anno.txt,0.631522
1150,State and Main_0120202_anno.txt,0.470485
1151,Now You See Me_1670345_anno.txt,0.513507
1152,The Zero Theorem_2333804_anno.txt,0.765638
1153,The Other Boleyn Girl_0467200_anno.txt,0.518651
1154,Colombiana_1657507_anno.txt,0.375354
1155,The Fighter_0964517_anno.txt,0.579998
1156,Lone Survivor_1091191_anno.txt,0.540947
1157,The Best Exotic Marigold Hotel Behind the Story Lights Colours and Smiles_5173200_anno.txt,0.377532
1158,The Wrestler_1125849_anno.txt,0.631509
1159,Michael Clayton_0465538_anno.txt,0.501294
1160,The Burrowers_0445939_anno.txt,0.610492
1161,Sam I Am_0539417_anno.txt,0.666972
1162,Scary Movie_0175142_anno.txt,0.396715
1163,Burlesque_1126591_anno.txt,0.647955
1164,The Haunting_0171363_anno.txt,0.768782
1165,Arthur_1334512_anno.txt,0.697158
1166,Passengers_1355644_anno.txt,0.753316
1167,The Company Men_1172991_anno.txt,0.430739
1168,Goodfellas_0099685_anno.txt,0.681028
1169,Pixels_2120120_anno.txt,0.534394
1170,Out of Sight_0120780_anno.txt,0.568669
1171,Cloak Dagger_0087065_anno.txt,0.462983
1172,Summer of 84_5774450_anno.txt,0.559661
1173,Giant_0049261_anno.txt,0.360992
1174,The Doors_0101761_anno.txt,0.562311
1175,Smokey and the Bandit_0076729_anno.txt,0.694169
1176,Amelia_1129445_anno.txt,0.696819
1177,Dead Poets Society_0097165_anno.txt,0.531296
1178,Bonnie and Clyde_0061418_anno.txt,0.758637
1179,The Lighthouse_7984734_anno.txt,0.977743
1180,Fair Game_0977855_anno.txt,0.500437
1181,Stick It_0430634_anno.txt,0.67
1182,The Florida Project_5649144_anno.txt,0.557208
1183,Bright_5519340_anno.txt,0.57569
1184,Terminator 3 Rise of the Machines_0181852_anno.txt,0.535422
1185,Call Northside 777_0040202_anno.txt,0.371186
1186,Phantom Thread_5776858_anno.txt,0.776427
1187,All About Steve_0881891_anno.txt,0.719448
1188,Wall Street Money Never Sleeps_1027718_anno.txt,0.608428
1189,Suspect Zero_0324127_anno.txt,0.694149
1190,White Squall_0118158_anno.txt,0.441561
1191,The Mummy Tomb of the Dragon Emperor_0859163_anno.txt,0.434953
1192,Shallow Grave_0111149_anno.txt,0.727142
1193,The Midnight Meat Train_0805570_anno.txt,0.648139
1194,Star Wars Episode IV A New Hope_0076759_anno.txt,0.517386
1195,It s Kind of a Funny Story_0804497_anno.txt,0.674953
1196,Cold Mountain_0159365_anno.txt,0.502291
1197,Halloween_1502407_anno.txt,0.31502
1198,Star Trek Nemesis_0253754_anno.txt,0.674607
1199,Victoria Abdul_5816682_anno.txt,0.659814
1200,Honey Boy_8151874_anno.txt,0.821933
1201,Last Time Forever_0479942_anno.txt,0.698081
1202,Die Hard_0095016_anno.txt,0.436943
1203,Body of Proof_1587669_anno.txt,0.65067
1204,The Descent Part 2_1073105_anno.txt,0.615365
1205,Blade Runner_0083658_anno.txt,0.525964
1206,On the Waterfront_0047296_anno.txt,0.546905
1207,Wall Street_0094291_anno.txt,0.661807
1208,The Life of David Gale_0289992_anno.txt,0.528111
1209,Raiders of the Lost Ark_0082971_anno.txt,0.669362
1210,Kiss of the Spider Woman_0089424_anno.txt,0.769874
1211,Shoot the Moon_0084675_anno.txt,0.615707
1212,Learning to Drive_3062976_anno.txt,0.748544
1213,All God s Children Can Dance_0847214_anno.txt,0.794872
1214,Sweet November_0230838_anno.txt,0.79385
1215,Rushlights_1536437_anno.txt,0.675061
1216,Fahrenheit 451_0360556_anno.txt,0.639214
1217,The Wolf of Wall Street_0993846_anno.txt,0.717108
1218,A Fantastic Woman_5639354_anno.txt,0.565033
1219,Antitrust_0218817_anno.txt,0.556771
1220,Mrs Brown_0119280_anno.txt,0.636413
1221,The Prestige_0482571_anno.txt,0.538835
1222,The Haunting in Connecticut_0492044_anno.txt,0.594538
1223,Unbroken_1809398_anno.txt,0.454808
1224,Alfie_0375173_anno.txt,0.642636
1225,Some Kind of Wonderful_0094006_anno.txt,0.554488
1226,There Will Be Blood_0469494_anno.txt,0.691684
1227,The Purge_2184339_anno.txt,0.620607
1228,The Addams Family_0101272_anno.txt,0.557464
1229,The Shining_0081505_anno.txt,0.583904
1230,Batman v Superman Dawn of Justice_2975590_anno.txt,0.274359
1231,Jackie_1619029_anno.txt,0.658191
1232,To Kill a Mockingbird_0056592_anno.txt,0.244915
1233,Punch Drunk Love_0272338_anno.txt,0.647755
1234,Planet of the Apes_0063442_anno.txt,0.586701
1235,Schindler s List_0108052_anno.txt,0.671234
1236,Friday the 13th Part III_0083972_anno.txt,0.432711
1237,Yes Man_1068680_anno.txt,0.543459
1238,Dogma_0120655_anno.txt,0.413634
1239,Spacejacked_0120174_anno.txt,0.49881
1240,Sanctum_0881320_anno.txt,0.720012
1241,Star Wars Episode V The Empire Strikes Back_0080684_anno.txt,0.496021
1242,American Hustle_1800241_anno.txt,0.602724
1243,The Meddler_4501454_anno.txt,0.718615
1244,Friday the 13th Part VIII Jason Takes Manhattan_0097388_anno.txt,0.420466
1245,Heathers_0097493_anno.txt,0.640048
1246,The King of Comedy_0085794_anno.txt,0.647263
1247,Cruel Intentions_0139134_anno.txt,0.786697
1248,Executive Decision_0116253_anno.txt,0.346421
1249,The Truman Show_0120382_anno.txt,0.529551
1250,My Cousin Vinny_0104952_anno.txt,0.604027
1251,How to Train Your Dragon 2_1646971_anno.txt,0.536102
1252,Born on the Fourth of July_0096969_anno.txt,0.489572
1253,Fried Green Tomatoes_0101921_anno.txt,0.499962
1254,The Smurfs_0472181_anno.txt,0.430266
1255,Limbo_0164085_anno.txt,0.585007
1256,Crusades_0111931_anno.txt,0.439838
1257,Reality Bites_0110950_anno.txt,0.660632
1258,I Am Number Four_1464540_anno.txt,0.628704
1259,Eli_5294518_anno.txt,0.71229
1260,Jurassic World_0369610_anno.txt,0.601898
1261,Idiocracy_0387808_anno.txt,0.461043
1262,Infinitely Polar Bear_1969062_anno.txt,0.811673
1263,Gangs of Wasseypur_1954470_anno.txt,0.271353
1264,Highlander The Final Dimension_0110027_anno.txt,0.47683
1265,Smashed_2063781_anno.txt,0.727297
1266,Hesher_1403177_anno.txt,0.566424
1267,The Boondock Saints_0144117_anno.txt,0.546524
1268,Deliverance_0068473_anno.txt,0.542538
1269,Bad Dreams_0094701_anno.txt,0.445059
1270,I Robot_0343818_anno.txt,0.653927
1271,Pirates of the Caribbean Dead Men Tell No Tales_1790809_anno.txt,0.588286
1272,TMNT_0453556_anno.txt,0.296427
1273,Something s Gotta Give_0337741_anno.txt,0.75027
1274,The Player_0105151_anno.txt,0.445818
1275,Kingsman The Secret Service_2802144_anno.txt,0.561113
1276,The Adventures of Tintin_0983193_anno.txt,0.707419
1277,28 Weeks Later_0463854_anno.txt,0.43416
1278,Grand Hotel_7671068_anno.txt,0.460662
1279,The Rules of Attraction_0292644_anno.txt,0.417769
1280,Quiz Show Winner_4335006_anno.txt,0.473469
1281,Hard Candy_0424136_anno.txt,0.472522
1282,The Third Man_0041959_anno.txt,0.544755
1283,Fury_2713180_anno.txt,0.722026
1284,G I Jane_0119173_anno.txt,0.613025
1285,All the King s Men_0041113_anno.txt,0.635522
1286,9 to 5_0080319_anno.txt,0.664668
1287,War of the Worlds_0407304_anno.txt,0.677312
1288,X Men Origins Wolverine_0458525_anno.txt,0.529809
1289,Milk_1013753_anno.txt,0.680209
1290,Lion_3741834_anno.txt,0.552277
1291,The Assignment_0118647_anno.txt,0.666366
1292,The Damned United_1226271_anno.txt,0.682201
1293,Sorry Right Number_0469188_anno.txt,0.738584
1294,National Lampoon s Christmas Vacation_0097958_anno.txt,0.562746
1295,Mini s First Time_0425253_anno.txt,0.766745
1296,Pan s Labyrinth_0457430_anno.txt,0.495668
1297,Boogie Nights_0118749_anno.txt,0.460434
1298,Ruben Brandt Collector_6241872_anno.txt,0.378341
1299,Diner_0083833_anno.txt,0.28231
1300,Lost in Translation_0335266_anno.txt,0.621595
1301,Isle of the Dead_0037820_anno.txt,0.547862
1302,R D Laing IMDb_4153228_anno.txt,0.568868
1303,Labor Day_1967545_anno.txt,0.553171
1304,Zulu Dawn_0080180_anno.txt,0.315059
1305,Authors Anonymous_2114461_anno.txt,0.516179
1306,The Stranger_0038991_anno.txt,0.237499
1307,10 Cloverfield Lane_1179933_anno.txt,0.963821
1308,Creed II_6343314_anno.txt,0.47048
1309,Magnolia_0175880_anno.txt,0.332396
1310,Napoleon and Samantha_0068990_anno.txt,0.665124
1311,Fantastic Four_1502712_anno.txt,0.565825
1312,Last Flag Flying_6018306_anno.txt,0.836289
1313,A Nightmare on Elm Street 4 The Dream Master_0095742_anno.txt,0.516913
1314,Harry Potter and the Order of the Phoenix_0373889_anno.txt,0.415493
1315,The Desperate Hours_0047985_anno.txt,0.533957
1316,Boy Erased_7008872_anno.txt,0.478607
1317,Bull Durham_0094812_anno.txt,0.66957
1318,In Good Company_0385267_anno.txt,0.695629
1319,The Love Witch_3908142_anno.txt,0.738601
1320,Upgrade_6499752_anno.txt,0.702329
1321,Enemy of the State_0120660_anno.txt,0.52889
1322,Changeling_0824747_anno.txt,0.453548
1323,Sex and the City_1000774_anno.txt,0.656241
1324,Two for the Money_0417217_anno.txt,0.807939
1325,Midnight Express_0077928_anno.txt,0.449339
1326,The Holiday_0457939_anno.txt,0.578171
1327,Time Bandits_0081633_anno.txt,0.321298
1328,Surrogates_0986263_anno.txt,0.459475
1329,The Low Life_0110400_anno.txt,0.596963
1330,Killer Klowns from Outer Space_0095444_anno.txt,0.606585
1331,Man Overboard_1186829_anno.txt,0.59209
1332,Blue Velvet_0090756_anno.txt,0.614053
1333,The Transformers The Movie_0092106_anno.txt,0.285526
1334,The Suite Life on Deck_1181917_anno.txt,0.65324
1335,Macbeth_10095582_anno.txt,0.731265
1336,Complete Guide to Guys_0407680_anno.txt,0.363904
1337,The Insider_0140352_anno.txt,0.626861
1338,Bamboozled_0215545_anno.txt,0.521102
1339,Sasquatch Mountain_0486569_anno.txt,0.343042
1340,Up_1049413_anno.txt,0.666493
1341,The Last Dance_0246748_anno.txt,0.581359
1342,Sherlock Holmes_0988045_anno.txt,0.656964
1343,The Girl with the Dragon Tattoo_1568346_anno.txt,0.646424
1344,Frankie_8019694_anno.txt,0.459577
1345,Can You Ever Forgive Me_4595882_anno.txt,0.588101
1346,The Butterfly Effect_0289879_anno.txt,0.640618
1347,Jesse James Legend Outlaw Terrorist_0785015_anno.txt,0.626201
1348,The Egyptian_0046949_anno.txt,0.419706
1349,The Fisher King_0101889_anno.txt,0.721236
1350,The Incredibles_0317705_anno.txt,0.449177
1351,3 10 to Yuma_0381849_anno.txt,0.615023
1352,The Personal Diaries_3328956_anno.txt,0.694495
1353,The Hollars_3714720_anno.txt,0.577579
1354,Cat People_0034587_anno.txt,0.700222
1355,Liar Liar_0119528_anno.txt,0.537482
1356,Cape Fear_0055824_anno.txt,0.507436
1357,The Taking of Pelham One Two Three_0072251_anno.txt,0.334857
1358,Stepmom_0120686_anno.txt,0.832311
1359,Battle for the Planet of the Apes_0069768_anno.txt,0.411765
1360,The Last King_0364800_anno.txt,0.39253
1361,Lethal Weapon_0093409_anno.txt,0.549356
1362,The Other Side of the Wind_0069049_anno.txt,0.387737
1363,The Grand Budapest Hotel_2278388_anno.txt,0.659947
1364,28 Days Later_0289043_anno.txt,0.49691
1365,The New World_0402399_anno.txt,0.586999
1366,Miami Vice_0430357_anno.txt,0.575182
1367,This Boy s Life_0108330_anno.txt,0.776804
1368,The Fog_0432291_anno.txt,0.464251
1369,The Hustler_0054997_anno.txt,0.7792
1370,Equity_3958780_anno.txt,0.550995
1371,Harry Potter and the Prisoner of Azkaban_0304141_anno.txt,0.43505
1372,Nightbreed_0100260_anno.txt,0.548408
1373,Spaceballs_0094012_anno.txt,0.485007
1374,Big Fish_0319061_anno.txt,0.747605
1375,Get Out_5052448_anno.txt,0.474811
1376,The Mechanic_0472399_anno.txt,0.691253
1377,Little Women_3281548_anno.txt,0.558854
1378,It_1396484_anno.txt,0.404654
1379,Above the Law_0094602_anno.txt,0.529549
1380,The Breakfast Club_0088847_anno.txt,0.58592
1381,The Incredible Hulk_0800080_anno.txt,0.435408
1382,The Bucket List_0825232_anno.txt,0.882375
1383,About Alex_2667918_anno.txt,0.560538
1384,Ringer_0117480_anno.txt,0.502836
1385,Unthinkable_0914863_anno.txt,0.523227
1386,Miles Ahead_0790770_anno.txt,0.628482
1387,Excalibur_0082348_anno.txt,0.566466
1388,The Mask_0110475_anno.txt,0.391931
1389,Crazy Heart_1263670_anno.txt,0.6598
1390,Blast from the Past_0124298_anno.txt,0.644005
1391,Fantastic Mr Fox_0432283_anno.txt,0.543161
1392,Black Swan_0947798_anno.txt,0.664972
1393,A Simple Favor_7040874_anno.txt,0.778064
1394,Eastern Promises_0765443_anno.txt,0.553731
1395,The Big Lebowski_0118715_anno.txt,0.656978
1396,Peeping Tom_0054167_anno.txt,0.616877
1397,Fences_2671706_anno.txt,0.977136
1398,Indiana Jones and the Temple of Doom_0087469_anno.txt,0.821842
1399,The Matrix_0133093_anno.txt,0.562445
1400,Swordfish_0244244_anno.txt,0.628964
1401,The Maltese Falcon_0033870_anno.txt,0.343501
1402,The Cincinnati Kid_0059037_anno.txt,0.490756
1403,Raised by Wolves_9170108_anno.txt,0.711102
1404,True Believer_0098524_anno.txt,0.703153
1405,Celeste Jesse Forever_1405365_anno.txt,0.730625
1406,Intolerable Cruelty_0138524_anno.txt,0.670633
1407,Romeo Juliet_0117509_anno.txt,0.437706
1408,The Treasure of the Sierra Madre_0040897_anno.txt,0.216283
1409,The Fourth Kind_1220198_anno.txt,0.547347
1410,Clue_0088930_anno.txt,0.556424
1411,Thor_0800369_anno.txt,0.414877
1412,They_0283632_anno.txt,0.669322
1413,Knight Moves_0104627_anno.txt,0.625766
1414,Snatch_0208092_anno.txt,0.320946
1415,A Good Year_0401445_anno.txt,0.52626
1416,Stay_0371257_anno.txt,0.675848
1417,Interstellar_0816692_anno.txt,0.563499
1418,Erik the Viking_0097289_anno.txt,0.47066
1419,Barbershop_0303714_anno.txt,0.229683
1420,The Lobster_3464902_anno.txt,0.500777
1421,The Devil s Advocate_0118971_anno.txt,0.617744
1422,Tarzan s Secret Treasure_0034266_anno.txt,0.215897
1423,1408_0450385_anno.txt,0.644588
1424,Little Miss Sunshine_0449059_anno.txt,0.642644
1425,Boy Who Never Slept_1781782_anno.txt,0.867359
1426,Troy_0332452_anno.txt,0.44391
1427,The Savages_0775529_anno.txt,0.676087
1428,The Hunt for Red October_0099810_anno.txt,0.235227
1429,Boyz n the Hood_0101507_anno.txt,0.444444
1430,The Muppets_1204342_anno.txt,0.3931
1431,Vegas Baby_0432373_anno.txt,0.507181
1432,Bad Moon_0115610_anno.txt,0.756424
1433,Dr Jekyll and Mr Hyde_0022835_anno.txt,0.490989
1434,Return to Sender_2948790_anno.txt,0.510362
1435,Alien Covenant_2316204_anno.txt,0.529246
1436,Prisoners_1392214_anno.txt,0.517311
1437,There s Something About Mary_0129387_anno.txt,0.553909
1438,A Separation_1832382_anno.txt,0.648778
1439,The Way Way Back_1727388_anno.txt,0.463307
1440,Tin Cup_0117918_anno.txt,0.710215
1441,Ninja Assassin_1186367_anno.txt,0.614662
1442,Real Genius_0089886_anno.txt,0.566888
1443,Elizabethtown_0368709_anno.txt,0.574677
1444,Friday_0113118_anno.txt,0.589038
1445,Shakespeare in Love_0138097_anno.txt,0.546825
1446,Blue Ruin_2359024_anno.txt,0.553958
1447,Scream 3_0134084_anno.txt,0.380736
1448,Saboteur_0035279_anno.txt,0.258965
1449,Confessions of a Dangerous Mind_0270288_anno.txt,0.59252
1450,Insomnia_0278504_anno.txt,0.576459
1451,The Fugitive_0106977_anno.txt,0.433098
1452,The Shape of Water_5580390_anno.txt,0.600799
1453,To Catch a Thief_0048728_anno.txt,0.717307
1454,Velvet Goldmine_0120879_anno.txt,0.295479
1455,Honey I Shrunk the Kids_0097523_anno.txt,0.432292
1456,Okja_3967856_anno.txt,0.472957
1457,S W A T_0257076_anno.txt,0.470441
1458,The Bourne Identity_0258463_anno.txt,0.517222
1459,The Avengers_0118661_anno.txt,0.610812
1460,The Sisters Brothers_4971344_anno.txt,0.776308
1461,Newton_6484982_anno.txt,0.498944
1462,Lock Stock and Two Smoking Barrels_0120735_anno.txt,0.328521
1463,3 Idiots_1187043_anno.txt,0.220167
1464,Sex Drive_1135985_anno.txt,0.652183
1465,Deja Vu_0453467_anno.txt,0.549306
1466,The Tattooist_0817228_anno.txt,0.543475
1467,Her Smell_7942742_anno.txt,0.67821
1468,Unfaithful_0250797_anno.txt,0.612444
1469,Four Feathers_0005353_anno.txt,0.461555
1470,Makebelieve_0305793_anno.txt,0.545831
1471,Caf Majestic_0257298_anno.txt,0.381957
1472,Air Force One_0118571_anno.txt,0.412136
1473,The Interpreter_0373926_anno.txt,0.564183
1474,Buried_1462758_anno.txt,0.798996
1475,Face Off_0119094_anno.txt,0.601205
1476,Pirates of the Caribbean At World s End_0449088_anno.txt,0.444929
1477,VR 5_0112209_anno.txt,0.610812
1478,Music of the Heart_0166943_anno.txt,0.664215
1479,Lucy in the Sky_4682804_anno.txt,0.647241
1480,Bridget Jones s Baby_1473832_anno.txt,0.63383
1481,47 Ronin_1335975_anno.txt,0.569543
1482,Olympus Has Fallen_2302755_anno.txt,0.447087
1483,Halloween Resurrection_0220506_anno.txt,0.282051
1484,Romeo Must Die_0165929_anno.txt,0.384109
1485,Mark Felt The Man Who Brought Down the White House_5175450_anno.txt,0.574611
1486,Hair Show_0382561_anno.txt,0.522165
1487,Mean Streets_0070379_anno.txt,0.502538
1488,Dunkirk_5013056_anno.txt,0.297616
1489,Star Wars Episode VII The Force Awakens_2488496_anno.txt,0.463316
1490,As Good as It Gets_0119822_anno.txt,0.8015
1491,Mulholland Dr_1619856_anno.txt,0.473198
1492,The Witches of Eastwick_0094332_anno.txt,0.630618
1493,An Affair to Remember_0050105_anno.txt,0.541678
1494,Moonlight_4975722_anno.txt,0.548931
1495,Mystery Men_0132347_anno.txt,0.456056
1496,Home Alone 2 Lost in New York_0104431_anno.txt,0.447127
1497,Superman_0078346_anno.txt,0.088555
1498,The Little Mermaid_0097757_anno.txt,1.0
1499,21 Grams_0315733_anno.txt,0.374276
1500,Super Dark Times_5112578_anno.txt,0.584334
1501,Inventing the Abbotts_0119381_anno.txt,0.638042
1502,Bill Ted Face the Music_1086064_anno.txt,0.585201
1503,Jaws_0073195_anno.txt,0.653108
1504,Tender Mercies_0086423_anno.txt,0.449386
1505,The Sorcerer s Apprentice_0963966_anno.txt,0.739093
1506,Lake Placid_0139414_anno.txt,0.70431
1507,Let Me In_1228987_anno.txt,0.458367
1508,Juno_0467406_anno.txt,0.673819
1509,Where the Wild Things Are_0386117_anno.txt,0.668841
1510,Burning Annie_0307879_anno.txt,0.675343
1511,Stone_1423995_anno.txt,0.72897
1512,Mean Girls_0377092_anno.txt,0.384423
1513,Reasonable Doubt_2304953_anno.txt,0.584786
1514,The Boondock Saints II All Saints Day_1300851_anno.txt,0.389242
1515,He s Just Not That Into You_1001508_anno.txt,0.404739
1516,Westworld_0475784_anno.txt,0.535886
1517,Homicide The Movie_0226771_anno.txt,0.315603
1518,The Mummy_0120616_anno.txt,0.609064
1519,The Lorax_1482459_anno.txt,0.626877
1520,Clash of the Titans_0800320_anno.txt,0.361098
1521,The Aviator_0338751_anno.txt,0.646737
1522,The Debt_1226753_anno.txt,0.656346
1523,You Can Count on Me_0203230_anno.txt,0.82633
1524,Analyze That_0289848_anno.txt,0.685495
1525,Flipped_0817177_anno.txt,0.599959
1526,The Island of Dr Moreau_0116654_anno.txt,0.706792
1527,Boiler Room_0181984_anno.txt,0.544599
1528,Nashville_0073440_anno.txt,0.263571
1529,Taking Lives_0364045_anno.txt,0.766379
1530,Nick of Time_0113972_anno.txt,0.556152
1531,The Thing Called Love_0108327_anno.txt,0.654928
1532,Superman IV The Quest for Peace_0094074_anno.txt,0.259108
1533,Paul_1092026_anno.txt,0.572628
1534,Taxi Driver_0075314_anno.txt,0.589996
1535,Leaving Las Vegas_0113627_anno.txt,0.809755
1536,1492 Conquest of Paradise_0103594_anno.txt,0.568484
1537,Crawl_8364368_anno.txt,0.929196
1538,Moby Dick_0049513_anno.txt,0.603094
1539,S Darko_1231277_anno.txt,0.497657
1540,Backdraft_0101393_anno.txt,0.598776
1541,Ronin_0122690_anno.txt,0.599508
1542,Hope and Glory_0093209_anno.txt,0.466309
1543,Girls Trip_3564472_anno.txt,0.597235
1544,12 Years a Slave_2024544_anno.txt,0.357947
1545,Love Bones_2419232_anno.txt,0.515971
1546,Fargo_2802850_anno.txt,0.570626
1547,The Bourne Supremacy_0372183_anno.txt,0.409965
1548,Nine_0875034_anno.txt,0.572155
1549,Children of the Corn_0087050_anno.txt,0.623133
1550,Pineapple Express_0910936_anno.txt,0.795071
1551,Beaches_0094715_anno.txt,0.674104
1552,Your Highness_1240982_anno.txt,0.572271
1553,Gamer_1034032_anno.txt,0.371954
1554,South Park Bigger Longer Uncut_0158983_anno.txt,0.290937
1555,Harriet_4648786_anno.txt,0.467416
1556,Cowboys Aliens_0409847_anno.txt,0.410074
1557,Burn After Reading_0887883_anno.txt,0.525268
1558,The Night of the Hunter_0048424_anno.txt,0.514282
1559,The Equalizer_0455944_anno.txt,0.584838
1560,Mystic River_0327056_anno.txt,0.513258
1561,Coraline_0327597_anno.txt,0.57453
1562,Watchmen_0409459_anno.txt,0.456429
1563,The Strangers_0482606_anno.txt,0.881252
1564,Star Trek The Next Generation_0092455_anno.txt,0.420572
1565,The Hospital_0067217_anno.txt,0.508164
1566,Stargate_0111282_anno.txt,0.645684
1567,The End of the Tour_3416744_anno.txt,0.91748
1568,WarGames_0086567_anno.txt,0.308235
1569,Super 8_1650062_anno.txt,0.493682
1570,Southern Comfort_0083111_anno.txt,0.493025
1571,Green Lantern_1133985_anno.txt,0.436682
1572,Flight_1907668_anno.txt,0.457877
1573,MacGruber_1470023_anno.txt,0.775305
1574,Animal Among Us_3612008_anno.txt,0.649212
1575,Jerry Maguire_0116695_anno.txt,0.626721
1576,Before Sunset_0381681_anno.txt,0.964215
1577,Lost in America_0089504_anno.txt,0.818669
1578,Little Nicky_0185431_anno.txt,0.431217
1579,The Squid and the Whale_0367089_anno.txt,0.652565
1580,Evil Under the Sun_0083908_anno.txt,0.599255
1581,The Arrival_0115571_anno.txt,0.583436
1582,Harry Potter and the Half Blood Prince_0417741_anno.txt,0.527683
1583,Mud_1935179_anno.txt,0.634488
1584,Elizabeth Blue_5881892_anno.txt,0.779838
1585,In the Heat of the Night_0061811_anno.txt,0.397604
1586,The Year of Living Dangerously_0086617_anno.txt,0.390398
1587,Friday the 13th Part VI Jason Lives_0091080_anno.txt,0.518087
1588,Get Carter_0067128_anno.txt,0.584902
1589,What They Had_6662736_anno.txt,0.74388
1590,Rent_0294870_anno.txt,0.396277
1591,The Adventures of Ford Fairlane_0098987_anno.txt,0.637908
1592,Sense and Sensibility_0114388_anno.txt,0.501453
1593,Fallen Angels_0112913_anno.txt,0.606782
1594,El cantante_0458522_anno.txt,0.744725
1595,Scrooged_0096061_anno.txt,0.492746
1596,Surveillance_0261336_anno.txt,0.649108
1597,Flash Gordon_0080745_anno.txt,0.36185
1598,Game of Thrones_0944947_anno.txt,0.354713
1599,Saving Private Ryan_0120815_anno.txt,0.701579
1600,Stir of Echoes_0164181_anno.txt,0.562072
1601,What Lies Beneath_0161081_anno.txt,0.817412
1602,Ocean s Twelve_0349903_anno.txt,0.376021
1603,Mumford_0140397_anno.txt,0.597722
1604,The Sting_0070735_anno.txt,0.362725
1605,A Quiet Place_6644200_anno.txt,0.438943
1606,The Last Black Man in San Francisco_4353250_anno.txt,0.551459
1607,Pacific Rim_1663662_anno.txt,0.425446
1608,Monkeybone_0166276_anno.txt,0.422838
1609,500 Days of Summer_1022603_anno.txt,0.715331
1610,Se7en_0114369_anno.txt,0.686082
1611,Jumanji_0113497_anno.txt,0.503607
1612,Arbitrage_1764183_anno.txt,0.499433
1613,Smoke Gets in Your Eyes_0614236_anno.txt,0.525571
1614,Never Been Kissed_0151738_anno.txt,0.567437
1615,Frozen River_0978759_anno.txt,0.738685
1616,Three Kings_0120188_anno.txt,0.468704
1617,Only Lovers Left Alive_1714915_anno.txt,0.810282
1618,I ll See You in My Dreams_3236120_anno.txt,0.587217
1619,Reservoir Dogs Sundance Institute 1991 June Film Lab_6493238_anno.txt,0.737482
1620,Nixon_0113987_anno.txt,0.591279
1621,Shivers_0073705_anno.txt,0.508318
1622,Bad Times at the El Royale_6628394_anno.txt,0.443125
1623,Bad Day at Black Rock_0047849_anno.txt,0.631176
1624,Me and Earl and the Dying Girl_2582496_anno.txt,0.731383
1625,The Nun_5814060_anno.txt,0.695586
1626,The Omen_0075005_anno.txt,0.58704
1627,Before Midnight_2209418_anno.txt,0.884392
1628,Wonder Boys_0185014_anno.txt,0.667665
1629,Dallas Buyers Club_0790636_anno.txt,0.715663
1630,Annie Hall_0075686_anno.txt,0.769138
1631,Hellraiser Bloodline_0116514_anno.txt,0.390431
1632,Under the Skin_1441395_anno.txt,0.486096
1633,Enough Said_2390361_anno.txt,0.693035
1634,The Irishman_1302006_anno.txt,0.735784
1635,300_0416449_anno.txt,0.527588
1636,Lights Out_4786282_anno.txt,0.658967
